MMSI,선박명,선종코드,IMO,호출부호,DimA,DimB,DimC,DimD,흘수,추정톤수
440856000,CHUNG YANG,70,8410782,DSPE2,107,26,10,9,5.8,7901
440864000,KEUM YANG 7,70,9793351,D7SW,65,15,3,11,6.4,1581
440868000,KEUM YANG 6,70,9793349,D7SU,65,15,3,11,4.7,1581
440870000,M/V SHINYANG,70,9343182,DSOL7,98,25,9,10,7.9,6249
440873000,HANBANDO,90,9783758,D7RH,35,69,7,9,5.9,3777
440874000,KOREACOASTGUARD3006,38,117964,HLZY,0,0,0,0,5.2,0
440876000,CARINA,70,9863663,D7MH,62,19,11,2,4.6,1641
440877000,T303KUMYONG,52,0,DSPE7,10,17,3,4,0,59
440881000,CHANG SUNG 102,52,0,DSPE6,7,23,3,4,0,81
440883000,TY JOY,70,9814624,D7TY,64,19,4,10,6.5,1766
440891000,MUGUNGHWA 32,55,9358565,DTBQ3,4,3,4,4,4.5,1
440904000,TY EVER,70,9403920,DSPF4,82,17,11,6,7.4,2996
440909000,JONGHAP NO 36,52,9812652,D8GR,20,15,5,5,3.2,136
440912000,NAMBUKHO,30,7377452,6MXT,36,75,8,7,6.5,4593
440951753,DASANHO,30,0,0,0,0,0,0,0,0
440956000,HANBADA,90,9300960,DSON4,100,0,15,15,5.7,3088
440977000,M/V JIN YANG,70,9357779,DSON8,98,24,11,8,5,6098
440990000,GLOBAL TALENT,79,9539107,D7CE,248,44,30,15,8,86028
440999999,KWANGYANG 6001HO,70,0,0,0,0,0,0,0,0
441023000,KMC MIRACLE,70,9377729,D7AK,93,18,13,6,9.3,4593
441034000,SUN FLOWER 7,70,8513871,DSPI5,68,23,8,8,4.9,2327
441037000,TY LUCKY,70,9841328,D7TF,66,17,3,11,6.3,1766
441067000,MORNING STAR,70,9230983,DSFN4,97,25,9,10,7.4,6098
441073000,KOREACOASTGUARD1505,60,0,HLZO,29,69,4,10,0,2907
441077000,CHANG YAHNG,70,9121027,DSOP8,99,23,10,9,7.4,6098
441078000,SHIN JUNG 601,52,0,920411,15,20,5,2,0,136
441089000,WOO SUN,80,9230335,DSFN9,65,19,3,11,5.1,1830
441092000,SEJU FRONTIER,70,8701648,017035,85,57,10,10,6.4,9616
441094000,MUGUNG.HWA21,90,0,6NLX,23,27,3,5,0,396
441095000,MUGUNGHWA22,90,0,0,0,0,0,0,0,0
441107000,SUNNY SPRUCE,70,9121041,DSFP2,83,24,12,5,6.1,4114
441111000,HYUNDAI VANCOUVER,70,9463085,D7CX,220,72,12,28,11,86028
441115000,MORNING LENA,70,9446001,D7MI,36,198,24,8,10,44273
441117000,SAEBADA,55,9256688,DTBG5,19,52,6,6,5.6,1105
441120000,MORNING LAURA,70,9445992,D8MO,20,212,30,2,10.2,43147
441131000,STAR TYCHE,70,9415026,D8ST,128,19,17,8,6.1,10668
441133000,GLOVIS SUPREME,70,9674177,D8GM,19,180,3,32,9.3,26466
441140000,WOO YANG VICTORY,70,8914087,DSFR3,102,102,102,102,6.2,29334
441143000,PLUTO,70,9846457,D7PT,78,23,3,14,4.6,3460
441145000,EIWA MARU11,80,9005950,DSOQ5,51,13,5,5,3.1,809
441151000,GLOVIS SPIRIT,70,9674165,D8GO,19,180,3,32,9.6,26466
441158000,SUNNY MAPLE,70,9133484,DSFS5,82,25,12,5,6.7,4114
441161000,SB NOBLE,70,9152844,DSPK6,81,20,5,13,0,3460
441164000,301 SAM IL,52,7522863,DSPK7,5,25,5,5,4.2,81
441166000,SAJO COLUMBIA,30,961837900,DTBN2,40,49,8,7,6,2177
441190000,GLOVIS CHALLENGE,70,9590591,D8GI,35,164,8,24,9.8,26466
441197000,ZENITH SILVER,70,9803338,D7DQ,68,12,9,4,5.2,1581
441198000,SUSEONG NO2,70,9172600,DSFV3,90,32,11,8,5.2,6098
441199000,SUSEONG NO.1,70,9108726,DSFV2,100,22,15,4,7.3,6098
441200000,GLOVIS CENTURY,70,9590589,D8GC,35,164,8,24,9.3,26466
441206000,207 GEUM HAE,30,8618504,6KCE,40,9,4,5,4.6,373
441223000,HYUNDAI UTOPIA,80,9018555,DSPI4,212,62,22,25,9.4,71079
441224000,WOORI HANA,80,9890707,D7WH,55,13,9,2,5.5,971
441225000,KMTC MUMBAI,70,9665695,D7UF,197,58,9,28,11.1,57294
441228000,LIBRA,70,9846445,D9LA,78,23,3,14,7,3460
441229000,HL MUSCAT,89,9155078,D7UG,221,59,11,32,9.6,75851
441234567,HYUNDAI CHALLENGER 1,90,9808895,162808,3,53,20,15,4.5,542
441236000,DONGJIN FORTUNE,70,9251145,D7UJ,110,20,15,5,6.6,7378
441237000,SK STELLAR,89,9180243,D8SS,214,65,18,25,10.4,75042
441246000,PANSTAR GENIE NO.2,70,9251016,D8RV,77,84,12,12,7,14015
441253000,309 CHO YANG,92,9412153,D7UO,10,24,4,6,4.2,124
441258000,LAKE AURORA,70,9194892,D7UQ,74,27,7,9,5.2,3460
441261000,DONGJIN FIDES,70,9247302,D7UV,111,19,10,10,6.2,7378
441264000,KCG307,55,0,0,0,0,0,0,0,0
441267000,KCG1007,90,0,0,0,0,0,0,0,0
441269000,NO 1 HANMIREU,82,9262261,DSNA3,0,18,0,1,6,17
441272000,206 GEUM HAE,30,8921353,6KSJ,40,11,3,5,0,409
441273000,HANNARA,90,9807279,D7TU,30,103,0,19,6.1,7901
441275000,KOREACOASTGUARD3003,31,0,HLJS,0,0,0,0,0,0
441276000,KEOYOUNG BLUE 5,81,9866160,D7VA,57,13,4,13,5,1059
441277000,101HYODONG CHEMI,88,9186467,021568,80,11,10,4,6.4,2327
441279000,TY BONNY,70,9899686,D7VC,64,19,3,11,6.3,1766
441280000,M/V MORNING SUN,70,9262273,DSNB3,83,11,0,9,4.9,2565
441281000,MYUNG JIN 702,32,8973162,DSNB4,15,35,5,6,0,396
441287000,DRAGON SKY,70,8715326,DSNB9,92,14,15,3,6.8,3999
441288000,DRAGONSTAR,70,8606317,DSNC2,93,23,14,5,4,5242
441289000,DRAGON SUN,70,8502420,DSNC3,93,19,12,5,7,4718
441290000,ZENITH WIN,70,9884916,D7ZW,68,12,10,3,4.1,1581
441292000,HL RAS LAFFAN,89,9176008,D7VM,214,66,21,22,10,75851
441293000,KMTC COLOMBO,70,9347437,D7VN,228,76,23,17,12.6,97076
441294000,BAEK KYUNG,30,9857470,6KSK,30,67,14,1,5.6,2819
441297000,TY PONY,70,9899698,D7VP,64,19,3,11,6.3,1766
441299000,YOUNGSAN GAS,80,9185580,D7VQ,52,20,4,9,3.8,1152
441300000,SUNNY LINDEN,70,9115779,DSNC9,85,22,12,5,5.8,4114
441302000,GLOVIS COUGAR,79,9451898,D7CG,32,159,17,17,10.4,23401
441304000,GLOVIS CARDINAL,70,9419759,D7GV,47,152,4,28,10.1,26466
441308000,KEUM YANG PRIME,70,9428712,DSPN8,86,24,6,11,7.4,4470
441322000,KOREACOASTGUARD 3008,90,0,SSD,35,75,6,9,3,4470
441323000,MV AQUILA,70,9365427,D7TN,84,25,8,8,7,4349
441333000,JAEWON 2,32,9483633,DSPO4,10,33,5,5,4.2,252
441343000,BANGKOK,70,9323510,D7HB,225,78,15,25,14,96121
441344000,GLOVIS CONDOR,70,9414876,D7GI,45,154,6,26,10.3,26466
441357000,K.ASIAN BEAUTY,70,9070462,D7VV,25,159,15,15,8.7,20921
441361000,YN OCEAN,82,9372341,DSPP3,90,21,8,10,6.4,4593
441368000,MUGUNGHWA 26,55,9283813,SSD,25,45,5,5,3.5,1059
441369000,MUGUNGHWA27H,55,9283825,DTBN8,15,45,7,7,5,667
441371000,NO.99 OYANG,30,7388310,6KSP,35,48,9,4,6.7,1766
441376000,DL AMBER,80,9576909,D7VZ,105,23,11,9,5.5,7043
441387000,HECAN,74,9383546,D7WG,118,27,4,18,7.2,10238
441388000,SHECAN,70,9383534,D7WF,117,28,6,17,5.6,10238
441394000,ACE SAMBU,82,9102356,DSNM2,64,20,4,9,4.4,1830
441398000,HYUNDAI JAKARTA,70,9323522,D7HJ,226,78,16,24,10.5,97076
441399000,HYUNDAI COLOMBO,70,9323508,D7HC,225,79,15,25,11,97076
441401000,KMTC DELHI,71,9409182,D7WN,225,74,20,20,12.8,92364
441403000,SM PORTLAND,70,9409027,D7WQ,191,70,25,7,11.4,61434
441405000,ANNA,70,9392585,D7WR,63,18,7,7,5.8,1641
441411000,DK IWAY,70,9373113,D7EN,66,15,10,4,4.9,1641
441419000,ENVIROS SURVEYOR,52,9776353,D7XA,11,27,7,5,3,174
441432000,STAR EXPRESS,70,9545015,D7XH,113,30,18,5,6.5,9820
441435000,SUNG HEE,70,9340518,D7XO,69,11,6,7,3.6,1581
441438000,HANIL YURO,30,8620959,6KVE,30,7,4,3,4.7,160
441442000,WECAN,71,9641156,D7XP,117,29,16,6,7,10452
441452000,SHINSUNG BRIGHT,70,9522855,D9YB,89,15,13,5,5.2,3777
441456000,SK SUMMIT,80,9157624,D8SK,226,51,10,33,11.4,73439
441462000,SIRIUS,70,9846469,D8SU,78,23,3,14,6.9,3460
441467000,MORNING LADY,70,9445980,D8ML,34,200,33,0,10,44273
441470000,MORNING SKY,70,9483566,D7MX,101,22,8,11,5.9,6249
441471000,C.VISION,79,9344473,DSPW5,248,41,28,17,17,83403
441485000,SUNNY DAHLIA,70,9247297,D7UA,114,16,12,8,6.4,7378
441486000,HYUNDAI PRIDE,70,9637260,D8HP,145,221,15,33,14.7,169408
441489000,BONAMI,30,9848869,6KSG,25,55,14,1,6,1581
441498000,YK SOVEREIGN,89,9038816,DSPZ2,221,53,22,25,10,71079
441500000,SEGERO,90,9165188,DSPZ4,62,53,11,9,6.4,5107
441502000,KMTC SHENZHEN,71,9626417,D7UC,174,49,21,9,7.9,38318
441507000,GEMINI,70,9863675,D7GM,61,20,11,2,4.9,1641
441508000,M/V DANYANG,70,9128295,DSQA3,97,25,10,9,4.9,6098
441515000,KANG NAM STAR,32,8204559,DSQB2,7,29,4,4,4,148
441520000,SNK LADY,70,9466166,DSQB7,0,0,0,0,6.2,0
441538000,JE101 SEONGJINHO,37,0,0,0,0,0,0,0,0
441542000,JANGHO WIN,70,9103623,DSQD7,49,20,8,3,4.5,1014
441546000,77 SHIN JUNG,52,0,070323,7,17,2,2,0,41
441551000,BOKEONG MARINE,30,8204717,300,25,14,3,4,3.7,188
441563000,HL PYEONGTAEK,89,9061928,DSQF9,213,55,22,21,9.9,66511
441567000,PEGASUS PACER,70,9283150,DSQG4,100,27,5,15,6.5,6879
441568000,PEGASUS PRIME,71,9283162,DSQG5,104,24,14,6,7.4,7043
441574000,303 HYODONG CHEMI,89,9425605,DSQG9,85,21,12,4,5,3999
441577000,MEGA TRUST,90,9520352,DSQH4,15,132,25,25,5,10668
441578000,KTS BLUE,81,9532434,DSQH5,68,25,9,6,6.5,2484
441586000,NEW GLOBAL,82,9425617,DSQH9,84,21,11,5,7.1,3887
441591000,KCG311,90,0,0,0,0,0,0,0,0
441596000,TY GLORIA,36,9472050,DSQJ2,77,22,9,9,7.5,2996
441598000,GOLDEN WINGS,80,9512862,DSQJ3,66,23,10,6,5.8,2177
441602000,JAEWON 3,32,9558476,DSQJ8,12,30,5,5,3.2,235
441607000,KEUN YANG,70,9156280,DSQK5,97,25,9,10,7.6,6098
441610000,HANKOOK.NO.2,32,0,DSQK7,20,8,5,5,3.8,65
441612000,OCEAN SUCCESS,70,9546253,DSQK9,104,28,16,6,6.8,7724
441618000,SEIN PHOENIX,70,9047271,D8SP,108,26,10,11,6.3,8080
441622000,T/S HANWOORI,90,8822337,DSQM2,49,39,13,13,4.5,2104
441631000,TY NOBLE,70,9565209,DSQM9,77,22,10,7,4.2,2996
441632000,SKY AURORA,70,9550175,DSQN2,85,17,10,8,6.5,3564
441636000,OCEAN KARIS,70,9136606,DSQN6,63,13,5,7,3.9,1355
441646000,NO.101 CHO YANG,52,0,DSQO6,10,24,4,3,3.8,124
441647000,NO.303 SAM YANG,90,8957340,DSQO7,10,20,2,6,0,81
441648000,TAEGEUK511,90,0,0,0,0,0,0,0,0
441652000,HANYU EMPIRE,80,9561112,DSQP2,87,15,9,8,4.7,3564
441653000,HNT1,52,0,DSDJ6,10,21,4,4,0,94
441654000,SKY GLORY,70,9550187,DSQP3,80,21,10,8,6.7,3460
441655000,HAE O RI 12HO,30,0,0,0,40,7,0,15.6,203
441659000,HYUNDAI GREENPIA,81,9075333,DSQP7,220,54,23,25,9.7,71079
441673000,KCG3009,90,0,0,0,0,0,0,0,0
441675000,SAJO POTENTIA,30,9587063,DTBX6,32,38,5,7,7.5,1059
441697000,MYUNG JIN 802,32,8974788,DSQT4,10,26,4,5,4.3,148
441701000,SM LONG BEACH,70,9312755,D7FP,226,78,25,15,11.5,97076
441703000,MEGA PASSION,70,9528421,DSQU2,18,185,29,34,6.7,28905
441717000,DONGJIN NAGOYA,70,9167708,DSQV7,78,14,10,6,4.2,2405
441719000,KORYO 305 HO,31,9042788,DSQV9,10,20,5,4,3.8,81
441735000,noname,90,0,0,0,0,0,0,0,0
441736000,HYUNDAI INTEGRAL,70,9347592,D7HI,217,78,23,9,10.8,88707
441737000,TAURUS,70,9294783,DSQW7,82,24,9,7,4.7,3999
441742000,KCG515,30,0,HLZC,0,0,0,0,0,0
441743000,SANSTAR DREAM,70,9105487,DSQX2,31,118,6,17,6.1,11109
441751000,SKY EVER,70,9119048,DSQX9,61,15,9,3,5.3,1355
441754000,HYUNDAI VICTORY,73,9637258,D7HV,145,221,15,33,12.9,169408
441755000,YEON SUNG,31,8745802,DSQY5,8,30,5,5,5,174
441764000,JAEWON 8,32,9590242,DSQZ5,10,28,5,5,4.5,174
441765000,KS SUNRISE,70,9395771,DSQZ6,67,14,6,7,5.4,1641
441768000,SK SUPREME,80,9157739,D7SO,221,57,21,21,10,74238
441772000,SINOKOR NIIGATA,70,9209908,DSRA2,105,14,6,9,6.9,5659
441773000,HAEDUCK OKPO,70,8869701,DSQZ8,59,17,8,4,3.4,1355
441777000,SINOKOR HONGKONG,70,9146663,DSRA4,135,27,6,20,6.9,14278
441779000,CHOO JIN,32,8746430,DSRA6,15,35,5,6,4.5,396
441783000,SHINSUNG EVER,70,9513206,DSRD4,104,23,16,6,7.6,6879
441785000,OHSUNG 7,70,9078684,DSRD5,69,16,7,6,6.4,1896
441798000,517HAM,51,0,HLZJ,25,37,5,5,0,736
441805000,DONGJIN VENUS,70,9615339,DSRE9,119,24,12,11,7.4,9820
441810000,5 HAN SUNG,52,0,917755,10,12,3,3,0,31
441818000,PIONEER,70,9622954,DSRF7,70,10,8,5,6.1,1581
441827000,KOREACOASTGUARD 1002,55,0,0,10,18,2,4,1.5,65
441833000,HANMIR,30,9845324,D7TQ,24,46,14,0,5.3,1059
441838000,KOOKYANG SINGAPORE,70,9354234,DSRH5,97,20,7,12,4.8,5378
441845000,LIEBE,70,9623386,D7LC,65,15,3,11,6,1581
441846000,CHEONG HAE,99,9638252,D7LD,25,41,5,7,4.5,887
441852000,KEOYOUNG SUN3,81,9321782,D7LG,54,15,5,6,4.2,1014
441866000,MORNING CONCERT,70,9312822,D7BQ,40,160,22,10,8.6,26867
441885000,SAWASDEE SINGAPORE,73,9081021,DSRJ7,140,27,19,9,9.4,15641
441886000,ANETA,99,9555515,D7TK,13,21,4,6,4,124
441891000,SUN GAS,80,9172753,D7LT,75,20,4,12,5.5,2648
441918000,KEOJE ESION,80,9240213,D7DI,67,19,7,7,6.5,1964
441925000,601.BAEK RYONG HO,52,9693288,DSRN7,0,0,0,0,4.5,0
441933000,KMTC TIANJIN,71,9315848,DSMA4,177,45,21,9,10.5,37805
441934000,VOSTOCHNY VOYAGER,70,9329590,D8CM,117,12,12,8,7.6,7209
441942000,SUN FORTUNE,90,9356775,DSMD3,63,16,5,9,4.6,1522
441943000,LOI HOPE,80,9478080,D7AH,96,18,10,8,5,4975
441947000,ASIAN MAJESTY,70,9203576,DSMZ8,37,192,11,21,8.8,41495
441948000,FAITH,70,9623362,DSMZ9,63,17,3,10,6,1581
441950000,ELPIS,70,9623374,D8BB,67,13,9,5,5.8,1581
441956000,KARA,70,9623398,D8BJ,64,15,10,4,6,1522
441960000,SS SUN,70,9135028,DSMA6,63,17,8,7,3.3,1581
441964000,HAPPY GAS,81,9402988,D8BR,76,19,5,11,5.1,2648
441968000,JS ONSAN,80,9657519,D8BV,96,16,12,4,6.1,4718
441973000,HAKATA VOYAGER,70,9329588,D7AJ,117,12,10,10,7.2,7209
441981000,HYUNDAI DREAM,70,9637222,D7DR,144,221,15,33,13.6,168023
441992000,ASIAN VISION,70,9122966,D8CU,40,160,26,6,8.8,26867
441995000,ASIAN TRUST,70,9203590,D8CX,40,160,20,12,8.8,26867
442000001,UAIS TEST HO,70,0,TEST,120,100,40,30,12.3,36792
442667782,noname,90,0,0,0,0,0,0,0,0
446200163,KCG P68,90,1234567,20168,15,10,1,0,1.6,46
447069000,BAHRA,80,9595008,9KET,206,44,21,21,13.5,53989
457120000,SEAGRAND,70,8520202,JVHB7,98,15,10,9,5,4845
457273000,ADEL.S,79,9155937,JVQY7,109,21,8,8,5.1,7378
457307000,EVA PL,70,9046447,JVSS7,64,18,6,7,3.6,1703
457308000,KYOWA,70,8410706,JVSX7,18,16,3,3,4.5,124
457369000,GOLDENBAUHINIA,70,0,0,65,18,6,8,0,1766
457396000,MV EL JOY,70,8877784,J V XU7,40,7,4,4,3.1,329
457411000,WIN6,70,8357710,JVYK7,66,24,7,7,6.3,2251
457454000,STAR OCEAN,70,9017161,JVBF8,77,17,12,3,4.7,2565
457485000,HAI SHUN 8,70,8926341,JVDC 8,78,21,5,10,0,2996
457512000,VAN SUN 368,70,0,JVEX8,60,27,6,7,0,2033
457518000,SUNG JIN,70,8877825,JVFK8,59,16,5,6,3.4,1303
457786000,ETERNAL,70,7920247,JVZX6,30,19,4,4,4.5,373
477001500,WUI LUNG,70,9645700,VRLH5,123,18,13,7,7.6,9414
477002200,YM WIND,71,9708461,VRPE6,144,224,21,30,10.5,172200
477006500,YM WISH,74,9684641,VROC3,144,224,31,20,12,172200
477006700,CHIPOL HUANGHE,70,9703540,VROH5,171,17,7,20,7.9,22315
477010900,CESI TIANJIN,80,9694749,VRPI5,232,58,25,20,9.3,84272
477016200,HAN REN,70,9651955,VRLK5,122,24,6,19,5.8,10452
477030700,COSCO FRANCE,71,9516416,VRMC2,140,226,23,29,13.3,169408
477040800,CHIPOLBROK SUN,70,9272230,VRZM4,180,19,22,5,8.5,26466
477043800,IRIS TRIUMPH,70,9779408,VRQI3,110,21,17,6,6,7550
477045900,ATLANTIC HARMONY,70,9613812,VRQV8,152,14,12,16,7.6,15362
477046800,PORT ALBERNI,79,9335886,VRDT3,150,25,19,11,8.4,17999
477057100,COSCO SHIPPING SEINE,71,9731949,VRQV3,110,190,16,32,12.4,93294
477065200,COSCO FORTUNE,71,9472127,VRKE9,142,224,14,34,14.5,169408
477066300,CORAL CHIEF,71,9689938,VROC5,158,18,22,6,9.7,18309
477066700,SEASPAN BEACON,71,9713337,VROB9,244,93,31,17,12.7,132245
477096300,YM WREATH,71,9708473,VRPF9,144,224,40,11,14.7,172200
477105300,JAKARTA EXPRESS,71,9301794,VRBR5,192,192,192,192,9,195652
477107200,COSCO PACIFIC,71,9355551,VREC4,256,93,23,23,13.7,146881
477108100,COSCO FAITH,71,9472141,VRJL6,142,224,14,34,12.3,169408
477111700,MAERSK NANSHA,70,9385996,VREI3,193,16,6,24,7.7,31545
477117400,CSCL WINTER,74,9645877,VRNA3,246,89,29,20,13,129905
477117900,CSCL AUTUMN,71,9645891,VRNA7,251,84,34,15,14.2,129905
477127900,SEASPAN BREEZE,71,9685358,VRNL8,244,93,31,17,14.1,132245
477129300,YM WIDTH,79,9708447,VRPE5,144,224,21,30,10.4,172200
477133700,INTERASIAINSPIRATION,71,9200823,VRMW7,222,72,15,17,10.8,87807
477137300,CHIPOLBROK ATLANTIC,70,9731377,VRPP6,174,16,6,22,7.5,23035
477148700,COSCO SHIPPING ALPS,71,9757864,VRRJ2,157,209,31,21,12.4,169408
477154200,SEASPAN FALCON,72,9793909,VRRN8,108,222,30,18,11.2,124174
477154300,SALVADOR EXPRESS,71,9793894,VRRN7,107,223,30,18,11.9,124174
477154400,ACACIA HAWK,70,9244207,VRRO9,120,13,11,9,6,7901
477157300,PAN EUROPE,81,9750244,VRQC4,240,50,21,26,11.3,84272
477157700,CMA CGM MUNDRA,72,9767998,VRRP7,244,93,31,17,13.8,132245
477159100,CMA CGM MUMBAI,71,9778131,VRRP8,248,88,30,18,9.9,131071
477159600,SEASPAN HARRIER,70,9793923,VRRQ8,113,217,30,18,11.3,124174
477159700,SEASPAN RAPTOR,73,9793911,VRRQ7,113,217,35,13,14.8,124174
477160100,CHIPOLBROK MOON,70,9272216,VRZT3,180,19,22,5,10.9,26466
477166300,CMA CGM CHENNAI,71,9778129,VRRQ5,243,93,30,18,8.3,131071
477166700,CMA CGM COCHIN,71,9768007,VRRQ4,244,92,30,18,15.2,131071
477178200,MAERSK TAIKUNG,70,9334662,VROX2,257,75,30,13,14.1,126446
477181200,SEASPAN BELLWETHER,71,9713363,VROG8,244,93,31,17,14.6,132245
477181800,MAPLE AMBITION,70,9760354,VROT3,150,30,20,10,6.7,19586
477182200,OOCL POLAND,70,9622588,VRLJ2,144,222,18,30,12.1,169408
477182300,OOCL BRUSSELS,70,9622590,VRLJ3,145,221,17,31,12,169408
477183100,UNI HORIZON,70,9811517,VRRX7,154,26,21,9,10.1,19586
477183900,COSCO JASMINE,71,9785768,VRRY2,142,224,27,21,13.7,169408
477194600,COSCO SHIPPING ANDES,71,9757888,VRSA2,157,209,31,21,10.9,169408
477194800,COSCO SHIPPING ROSE,71,9785809,VRRZ9,142,224,20,28,14.4,169408
477197600,MAIPO RIVER,70,9379935,VREZ3,160,20,8,20,10.2,19586
477207300,CSCL CALLAO,79,9402627,VRFB4,187,22,24,6,7.7,31545
477207400,SEASPAN LONCOMILLA,70,9437385,VRFB3,192,69,25,7,8.3,61434
477207700,SEASPAN EMERALD,70,9407134,VRFB8,225,69,8,24,10.4,87807
477213700,DA CUI YUN,70,9451329,VRIM3,150,16,10,17,7.9,15362
477220100,OOCL MALAYSIA,70,9627980,VRME7,145,221,17,31,11.8,169408
477222600,OOCL MEMPHIS,79,9486075,VRLQ3,244,91,26,17,9.9,129905
477222700,OOCL FRANCE,70,9622617,VRLQ4,145,221,17,31,11.5,169408
477232200,COSCO SAKURA,71,9785794,VRSG3,142,224,28,20,14,169408
477252600,NAVARINO,70,9400289,VRQD6,244,91,17,26,14.5,129905
477257100,CSCL SPRING,71,9645853,VRMT6,246,89,29,20,9,129905
477264600,SCSC FORTUNE,70,9530151,VREK8,103,15,3,15,5,5518
477269400,COSCO SHIPPING LOTUS,71,9785811,VRSK4,142,224,28,20,14.9,169408
477271400,COSCO PORTUGAL,71,9516466,VRNI6,142,224,23,29,10.4,169408
477271900,SEASPAN BRAVO,72,9685322,VRNJ2,244,93,31,17,11.3,132245
477282900,XIN SHANGHAI,71,9307231,VRCC6,261,76,20,26,10.8,132245
477286200,COSCOSHIPPING ORCHID,71,9785770,VRSK7,142,224,28,20,14.1,169408
477286300,COSCO CAMELLIA,70,9785782,VRSK6,142,224,28,20,13.6,169408
477302500,KOTA LUKIS,70,9439747,VRSN8,196,65,12,20,10.9,61434
477305900,MSC ANTIGUA,70,9619476,VRLC3,224,75,19,29,13.7,92364
477307300,MSC RENEE,71,9465306,VRPL2,140,226,30,18,11.4,169408
477307400,MSC MARGRIT,71,9465318,VRPL3,140,226,30,18,14,169408
477307900,SEASPAN BENEFACTOR,71,9739666,VRPJ6,244,93,31,17,14.3,132245
477311800,RUN DONG 1,70,9658161,VRKM8,103,18,16,6,5.2,5949
477314100,OOCL HOCHIMINH CITY,70,9613599,VROK8,240,95,23,20,14.5,129905
477314700,YM WINNER,70,9684689,VROL7,144,224,19,32,10.3,172200
477326200,SUNNY FREESIA,74,9856048,VRSS8,118,24,9,14,7.2,9616
477327300,NIKOLAY URVANTSEV,81,9750660,VRRY3,220,79,31,19,11.7,92364
477327400,CL TIANJING,70,9716030,VRSU2,199,30,12,20,14.5,41495
477327900,LNG DUBHE,90,9834296,VRRZ8,234,57,28,19,9.1,85147
477333900,COSCOSHIPPING THAMES,71,9731937,VRQP6,110,190,15,33,10.1,93294
477345700,LNG PHECDA,90,9834313,VRSJ8,238,57,30,15,10.9,88707
477347400,YM WORTH,74,9704635,VROO6,144,224,20,31,14.4,172200
477348200,KANDA LOGGER,70,9701035,VRPN7,155,25,12,18,10.5,19586
477348300,SEASPAN BEYOND,71,9739678,VRPN8,244,93,31,17,11.1,132245
477351400,COSCO PRINCE RUPERT,70,9448803,VRID6,243,91,12,31,13.8,128745
477360800,CSCL ASIA,71,9285976,VRAB8,259,75,10,33,14.1,128745
477387700,DA YU XIA,70,9451317,VRHT5,150,16,10,17,6.2,15362
477390300,SEASPAN ZAMBEZI,71,9630406,VRNF7,243,93,31,17,10,131071
477397800,COSCO HARMONY,79,9472177,VRJA4,142,225,14,34,10.2,170800
477407900,SEASPAN THAMES,70,9630377,VRNA9,243,93,31,17,12.4,131071
477427500,COSCO BELGIUM,71,9516404,VRLT8,142,224,23,28,13.3,169408
477430100,YM WELCOME,70,9708459,VRPF8,144,224,21,30,10.2,172200
477441400,SEASPAN YANGTZE,71,9630389,VRNA8,244,93,29,19,13.5,132245
477441900,PACIFIC VICTOR,70,9458456,VRNG6,150,16,18,9,9,15362
477454100,YM WELLHEAD,74,9684665,VROH8,144,224,31,20,13.5,172200
477454700,YM WONDROUS,74,9684677,VROH9,140,228,18,33,11.1,172200
477454900,OOCL GENOA,70,9613587,VROK9,247,88,26,17,12,129905
477455200,CHANGSHA,79,9848754,VRSL2,165,21,13,19,7.4,21611
477477400,NEW GUINEA CHIEF,74,9689952,VROO8,158,18,24,4,8.9,18309
477477700,PAPUAN CHIEF,70,9689964,VROO7,158,18,24,4,8.8,18309
477478700,SEASPAN BEAUTY,71,9713349,VROG7,244,93,31,17,14.5,132245
477478800,YM WORLD,74,9684653,VROI2,144,224,22,29,12.3,172200
477504900,OOCL AUSTRALIA,71,9332200,VRCG8,193,70,23,9,10,62857
477518600,SEASPAN BRIGHTNESS,71,9685346,VRNL9,244,93,31,17,14.8,132245
477524100,YM WITNESS,74,9704609,VROL6,144,224,31,20,10.5,172200
477524700,YM WHOLESOME,70,9704611,VROO4,146,222,20,31,10.1,172200
477528400,SEASPAN ADONIS,73,9468293,VRTF4,243,90,28,18,10,127592
477539600,SEASPAN OSPREY,71,9786736,VRTG6,108,222,30,18,13,124174
477547700,GUANG PING,70,9546241,VREU7,96,21,13,7,6.9,5378
477548300,SEASPAN BELIEF,70,9713351,VROD3,244,93,31,17,14.7,132245
477581400,SEASPAN SANTOS,74,9301835,VRCF6,191,69,21,11,11.5,60731
477615600,CHEKIANG,70,9848778,VRSL4,165,21,13,19,8.9,21611
477620700,OCEAN ANG,70,9740081,VRPV7,170,29,11,21,7.7,26466
477624100,MADRID EXPRESS,74,9447847,VRTN4,145,221,29,19,9.6,169408
477625300,NADI CHIEF,74,9861885,VRSL7,166,20,12,23,8.4,21611
477625400,PARIS EXPRESS,71,9447902,VRTO4,147,220,24,25,9.6,170800
477625700,JIUYANG FORTUNE,70,9088237,VRTN8,21,159,16,16,6.9,19586
477629400,MAERSK NINGBO,70,9402639,VRFO2,187,22,20,10,9.5,31545
477642200,SUVA CHIEF,74,9861897,VRSL8,165,21,14,21,10.5,21611
477681800,SUNNY IVY,70,9903463,VRTX9,118,24,9,14,7.4,9616
477682300,SCSC LUCK,70,9530163,VREK7,99,18,13,5,4.9,5378
477690700,CSCL ZEEBRUGGE,70,9314234,VRCS2,258,79,16,30,14.4,132245
