scenario_id,tau_clear_s,psi_clear_deg,distance_at_t0_m,status,entered_hazard,n_entries,n_exits
INT_440313250_477182300_20230927_1309,109.400,14.750,112.722,cleared_after_entry,1,1,1
INT_440030820_477745800_20230927_2043,143.200,16.223,51.091,cleared_after_entry,1,1,1
INT_440030820_538005112_20230927_2203,85.200,8.713,28.306,cleared_after_entry,1,1,1
INT_440700180_308234000_20230928_0603,40.600,1.690,15.556,cleared_after_entry,1,1,1
INT_440155330_212283000_20230928_0856,45.000,2.614,23.754,cleared_after_entry,1,1,1
INT_440155330_440088000_20230928_1133,0.000,0.000,20.036,never_entered,0,0,0
INT_440700180_440088000_20230928_1155,0.000,0.000,20.036,never_entered,0,0,0
INT_440139260_440273000_20230928_1350,0.000,0.000,18.168,never_entered,0,0,0
INT_440155330_352153000_20230928_1424,95.000,10.352,51.393,cleared_after_entry,1,1,1
INT_440155330_477698600_20230928_1909,122.200,15.008,113.191,cleared_after_entry,1,1,1
INT_440313250_566456000_20230928_1925,126.600,15.770,66.098,cleared_after_entry,1,1,1
INT_440700180_538005895_20230928_2102,115.000,11.860,41.437,cleared_after_entry,1,1,1
INT_440155330_538004202_20230929_0000,87.600,9.112,93.352,cleared_after_entry,1,1,1
INT_440155330_414293000_20230929_0110,0.000,0.000,75.068,never_entered,0,0,0
INT_440155330_440505000_20230929_0331,0.000,0.000,23.259,never_entered,0,0,0
INT_440155330_219836000_20230929_0647,0.000,0.000,123.525,never_entered,0,0,0
INT_440155330_477871400_20230929_0728,0.000,0.000,113.071,never_entered,0,0,0
INT_440155330_303340000_20230930_0444,46.200,4.442,79.945,cleared_after_entry,1,1,1
INT_440155330_413228080_20230930_0449,26.400,1.766,46.487,cleared_after_entry,1,1,1
INT_440005000_303340000_20230930_0505,0.000,0.000,79.945,never_entered,0,0,0
INT_440127410_374858000_20230930_0555,82.400,9.659,112.488,cleared_after_entry,1,1,1
INT_440112210_355232000_20230930_0611,117.000,12.167,54.866,cleared_after_entry,1,1,1
INT_440112210_440049630_20230930_1650,53.600,8.320,13.200,cleared_after_entry,1,1,1
INT_440335980_215966000_20230930_1900,0.000,0.000,113.071,never_entered,0,0,0
INT_440018500_440112000_20231001_0356,112.600,15.360,32.795,cleared_after_entry,1,1,1
INT_440127410_440134620_20231001_0550,0.000,0.000,62.500,never_entered,0,0,0
INT_440112210_255806233_20231001_0735,139.000,17.922,63.461,cleared_after_entry,1,1,1
INT_440700180_636020701_20231001_0905,133.600,14.730,27.459,cleared_after_entry,1,1,1
INT_440008040_311703000_20231001_1601,9.600,0.046,18.601,cleared_after_entry,1,1,1
INT_440313250_565110000_20231001_1605,154.200,17.941,57.585,cleared_after_entry,1,1,1
INT_440008040_636021448_20231001_1650,39.400,2.731,85.836,cleared_after_entry,1,1,1
INT_440008040_440002070_20231001_2149,43.400,14.470,13.901,cleared_after_entry,1,1,1
INT_440030820_563125200_20231001_2232,121.600,14.904,33.019,cleared_after_entry,1,1,1
INT_440008040_215181000_20231001_2250,63.600,6.913,112.722,cleared_after_entry,1,1,1
INT_440008040_440112000_20231002_0418,27.200,0.897,32.795,cleared_after_entry,1,1,1
INT_440155330_255806072_20231002_0556,36.600,1.761,28.844,cleared_after_entry,1,1,1
INT_441925000_431296000_20231002_0624,0.000,0.000,97.140,never_entered,0,0,0
INT_440112210_232018900_20231002_1416,57.000,6.337,100.489,cleared_after_entry,1,1,1
INT_440335980_232018900_20231002_1415,0.000,0.000,100.489,never_entered,0,0,0
INT_440051510_219031426_20231002_1424,0.000,0.000,106.504,never_entered,0,0,0
INT_440127410_636019698_20231002_1519,15.200,0.194,25.807,cleared_after_entry,1,1,1
INT_440030820_440309000_20231002_1530,33.200,8.681,12.298,cleared_after_entry,1,1,1
INT_440702880_440309000_20231002_1753,26.600,3.675,12.298,cleared_after_entry,1,1,1
INT_440700180_440309000_20231003_0100,41.800,12.234,12.298,cleared_after_entry,1,1,1
INT_440118750_212283000_20231003_0415,98.000,10.860,23.754,cleared_after_entry,1,1,1
INT_440155330_371714000_20231003_0746,46.000,4.389,47.595,cleared_after_entry,1,1,1
INT_440005000_564639000_20231003_0802,137.000,17.575,57.585,cleared_after_entry,1,1,1
INT_440155330_538007480_20231003_1050,60.000,6.667,102.958,cleared_after_entry,1,1,1
INT_440127410_235102681_20231003_1656,41.000,3.721,103.443,cleared_after_entry,1,1,1
INT_440008040_413383270_20231003_2136,24.800,1.443,51.393,cleared_after_entry,1,1,1
INT_440713100_413383270_20231003_2203,131.200,16.567,51.393,cleared_after_entry,1,1,1
INT_440152850_413383270_20231003_2205,0.000,0.000,51.393,never_entered,0,0,0
INT_440118750_533131059_20231004_0002,0.000,0.000,50.000,never_entered,0,0,0
INT_440008040_338459000_20231004_0251,19.200,0.629,44.598,cleared_after_entry,1,1,1
INT_440313260_636020483_20231004_0332,0.000,0.000,76.041,never_entered,0,0,0
INT_440713100_636018223_20231004_0343,0.000,0.000,51.703,never_entered,0,0,0
INT_440700180_636018223_20231004_0343,0.000,0.000,51.703,never_entered,0,0,0
INT_440118750_441387000_20231004_0622,101.000,11.369,34.355,cleared_after_entry,1,1,1
INT_440155330_440105720_20231004_0636,6.600,0.046,12.298,cleared_after_entry,1,1,1
INT_440008040_413383270_20231004_0724,0.000,0.000,51.393,never_entered,0,0,0
INT_440008040_538005750_20231004_0756,37.800,3.296,68.964,cleared_after_entry,1,1,1
INT_440700180_538009631_20231004_0817,94.600,10.285,21.401,cleared_after_entry,1,1,1
INT_440008040_477441400_20231004_0835,0.000,0.000,101.263,never_entered,0,0,0
INT_440008040_636020701_20231004_0851,14.400,0.156,27.459,cleared_after_entry,1,1,1
INT_440118750_311703000_20231004_0855,0.000,0.000,18.601,never_entered,0,0,0
INT_440104800_636015514_20231004_0920,0.000,0.000,112.722,never_entered,0,0,0
INT_440018500_636015514_20231004_0920,0.000,0.000,112.722,never_entered,0,0,0
INT_440008040_636013001_20231004_1158,101.400,11.437,76.041,cleared_after_entry,1,1,1
INT_440155330_477884200_20231004_1250,18.800,0.225,22.277,cleared_after_entry,1,1,1
INT_440700180_563158200_20231004_1255,77.600,6.305,29.155,cleared_after_entry,1,1,1
INT_440008040_369222000_20231004_1358,0.000,0.000,62.212,never_entered,0,0,0
INT_440155330_229646000_20231005_0002,11.200,0.055,19.831,cleared_after_entry,1,1,1
INT_440713100_636022501_20231005_0110,128.200,16.047,34.731,cleared_after_entry,1,1,1
INT_440152850_636022501_20231005_0110,119.400,14.524,34.731,cleared_after_entry,1,1,1
INT_440335980_248794000_20231005_0125,0.000,0.000,123.525,never_entered,0,0,0
INT_440075240_248794000_20231005_0130,0.000,0.000,123.525,never_entered,0,0,0
INT_440313260_229075000_20231005_0316,154.000,20.535,75.068,cleared_after_entry,1,1,1
INT_440118750_563004500_20231005_0713,0.000,0.000,23.308,never_entered,0,0,0
INT_440030820_636021108_20231005_1355,134.600,17.158,56.765,cleared_after_entry,1,1,1
INT_440139260_440086000_20231005_1455,110.400,14.941,33.661,cleared_after_entry,1,1,1
INT_440005000_440086000_20231005_1456,110.400,14.941,33.661,cleared_after_entry,1,1,1
INT_440713100_538004117_20231005_1525,126.400,15.735,93.598,cleared_after_entry,1,1,1
INT_440155330_574002930_20231005_1618,26.600,1.165,20.248,cleared_after_entry,1,1,1
INT_440155330_636017867_20231005_1702,70.000,8.424,123.359,cleared_after_entry,1,1,1
INT_440018500_440103440_20231005_1725,7.400,0.124,12.554,cleared_after_entry,1,1,1
INT_440075240_351404000_20231005_1820,0.000,0.000,124.323,never_entered,0,0,0
INT_440051510_351404000_20231005_1820,0.000,0.000,124.323,never_entered,0,0,0
INT_440127410_220597000_20231005_2058,59.400,6.061,109.340,cleared_after_entry,1,1,1
INT_440127410_566673000_20231005_2339,74.600,8.817,103.443,cleared_after_entry,1,1,1
INT_440008040_477302500_20231006_0128,40.200,3.726,72.154,cleared_after_entry,1,1,1
INT_440008040_636021108_20231006_0233,28.800,1.912,56.765,cleared_after_entry,1,1,1
INT_440700180_351664000_20231006_0318,61.400,4.920,22.743,cleared_after_entry,1,1,1
INT_440118750_563158900_20231006_0404,105.800,10.458,28.302,cleared_after_entry,1,1,1
INT_440700180_563158900_20231006_0405,74.200,5.827,28.302,cleared_after_entry,1,1,1
INT_440113610_566942000_20231006_0713,0.000,0.000,69.921,never_entered,0,0,0
INT_440713100_636016066_20231006_1305,0.000,0.000,82.462,never_entered,0,0,0
INT_440005000_636016066_20231006_1307,103.000,13.533,82.462,cleared_after_entry,1,1,1
INT_440008040_218650000_20231006_1322,49.600,4.599,84.624,cleared_after_entry,1,1,1
INT_440118750_367619000_20231006_1605,102.800,11.675,26.912,cleared_after_entry,1,1,1
INT_440118750_273298570_20231006_1900,104.800,12.016,31.579,cleared_after_entry,1,1,1
INT_440127410_215225000_20231006_2231,0.000,0.000,99.077,never_entered,0,0,0
INT_440118750_440505000_20231006_2259,0.000,0.000,23.259,never_entered,0,0,0
INT_440700180_440505000_20231006_2259,0.000,0.000,23.259,never_entered,0,0,0
INT_440127410_477182300_20231006_2256,63.600,8.227,112.722,cleared_after_entry,1,1,1
INT_440702880_477182300_20231006_2322,0.000,0.000,112.722,never_entered,0,0,0
INT_440127410_636091232_20231006_2354,30.600,1.766,54.555,cleared_after_entry,1,1,1
INT_440700180_563098400_20231007_0031,158.200,18.567,43.832,cleared_after_entry,1,1,1
INT_440127410_563158900_20231007_0211,0.000,0.000,28.302,never_entered,0,0,0
INT_440127410_273298570_20231007_0423,22.800,1.012,31.579,cleared_after_entry,1,1,1
INT_440005000_256888000_20231007_0717,0.000,0.000,98.717,never_entered,0,0,0
INT_440713100_538090562_20231007_1104,169.000,23.154,34.731,cleared_after_entry,1,1,1
INT_440139260_636018262_20231007_1205,124.400,15.389,84.965,cleared_after_entry,1,1,1
INT_440313260_636018262_20231007_1206,0.000,0.000,84.965,never_entered,0,0,0
INT_440104800_303340000_20231007_1607,0.000,0.000,79.945,never_entered,0,0,0
INT_440030820_303340000_20231007_1610,0.000,0.000,79.945,never_entered,0,0,0
INT_440152850_563152700_20231008_0210,0.000,0.000,39.798,never_entered,0,0,0
INT_440008040_256592000_20231008_0539,18.400,0.610,32.175,cleared_after_entry,1,1,1
INT_440113610_247341900_20231008_0613,0.000,0.000,73.436,never_entered,0,0,0
INT_440016540_247341900_20231008_0613,0.000,0.000,73.436,never_entered,0,0,0
INT_440030820_247341900_20231008_0615,0.000,0.000,73.436,never_entered,0,0,0
INT_440155330_311655000_20231008_0643,16.200,0.325,18.310,cleared_after_entry,1,1,1
INT_440127410_212175000_20231008_0647,50.400,4.102,84.202,cleared_after_entry,1,1,1
INT_440127410_255806072_20231008_0702,19.800,0.543,28.844,cleared_after_entry,1,1,1
INT_440118750_311655000_20231008_0703,69.600,6.185,18.310,cleared_after_entry,1,1,1
INT_440155330_564345000_20231008_0833,48.800,4.489,103.152,cleared_after_entry,1,1,1
INT_440155330_369339000_20231008_0854,47.800,5.792,80.362,cleared_after_entry,1,1,1
INT_440155260_369339000_20231008_0910,0.000,0.000,80.362,never_entered,0,0,0
INT_441925000_219821000_20231008_0920,0.000,0.000,106.611,never_entered,0,0,0
INT_440051510_352361000_20231008_1012,0.000,0.000,113.191,never_entered,0,0,0
INT_440713100_305538000_20231008_1417,104.000,11.880,46.615,cleared_after_entry,1,1,1
INT_440155330_255806072_20231008_1809,18.600,0.431,28.844,cleared_after_entry,1,1,1
INT_440700180_636021597_20231008_1900,92.800,8.509,29.703,cleared_after_entry,1,1,1
INT_440030820_636021597_20231008_1900,70.200,5.275,29.703,cleared_after_entry,1,1,1
INT_440155330_538007485_20231008_2256,78.600,8.957,81.892,cleared_after_entry,1,1,1
INT_440313260_538008563_20231009_0310,0.000,0.000,77.989,never_entered,0,0,0
INT_440713100_538008563_20231009_0312,0.000,0.000,77.989,never_entered,0,0,0
INT_440152850_563158600_20231009_0324,71.200,5.412,20.524,cleared_after_entry,1,1,1
INT_440155330_353968000_20231009_0821,0.000,0.000,78.964,never_entered,0,0,0
INT_440127410_636021597_20231009_1258,38.800,1.515,29.703,cleared_after_entry,1,1,1
INT_440118750_636019698_20231009_1333,129.600,14.110,25.807,cleared_after_entry,1,1,1
INT_440113610_636092778_20231009_1801,99.000,12.774,25.447,cleared_after_entry,1,1,1
INT_440713100_477947700_20231009_2047,0.000,0.000,76.041,never_entered,0,0,0
INT_440155330_636092101_20231010_0152,25.800,0.810,29.954,cleared_after_entry,1,1,1
INT_440139260_636092101_20231010_0215,87.000,7.657,29.954,cleared_after_entry,1,1,1
INT_440152850_477326200_20231010_0401,77.600,6.305,31.780,cleared_after_entry,1,1,1
INT_440016540_440103970_20231010_0705,0.000,0.000,12.298,never_entered,0,0,0
INT_440313260_440022000_20231010_0820,0.000,0.000,25.239,never_entered,0,0,0
INT_440713100_440022000_20231010_0823,0.000,0.000,25.239,never_entered,0,0,0
INT_440152850_538005520_20231010_1011,133.400,14.699,40.003,cleared_after_entry,1,1,1
INT_440700180_563158900_20231010_1112,139.400,15.632,28.302,cleared_after_entry,1,1,1
INT_440005000_355288000_20231010_1425,0.000,0.000,112.722,never_entered,0,0,0
INT_441925000_355288000_20231010_1425,0.000,0.000,112.722,never_entered,0,0,0
INT_440909000_538005895_20231010_1735,158.400,18.598,41.437,cleared_after_entry,1,1,1
INT_440152850_636092827_20231011_1108,122.800,13.059,25.303,cleared_after_entry,1,1,1
INT_440335980_215219000_20231011_1410,0.000,0.000,122.171,never_entered,0,0,0
INT_440051510_215219000_20231011_1411,0.000,0.000,122.171,never_entered,0,0,0
INT_440155330_636014968_20231011_1437,0.000,0.000,63.461,never_entered,0,0,0
INT_440155330_636022499_20231011_1502,18.600,0.433,32.175,cleared_after_entry,1,1,1
INT_440132580_636022499_20231011_1520,59.000,4.561,32.175,cleared_after_entry,1,1,1
INT_440700180_352153000_20231011_1525,111.400,13.147,51.393,cleared_after_entry,1,1,1
INT_440008040_256763000_20231011_1732,0.000,0.000,83.014,never_entered,0,0,0
INT_440155330_563077800_20231011_1750,111.000,13.078,92.892,cleared_after_entry,1,1,1
INT_440909000_533131059_20231011_1819,0.000,0.000,50.000,never_entered,0,0,0
INT_440155330_636022632_20231011_1826,0.000,0.000,78.964,never_entered,0,0,0
INT_440155330_636093137_20231011_1839,0.000,0.000,113.654,never_entered,0,0,0
INT_440018500_356712000_20231011_2010,0.000,0.000,124.193,never_entered,0,0,0
INT_440155330_636092827_20231011_2150,14.400,0.158,25.303,cleared_after_entry,1,1,1
INT_440155330_235093619_20231011_2230,79.400,7.917,103.443,cleared_after_entry,1,1,1
INT_440051510_235093619_20231011_2250,0.000,0.000,103.443,never_entered,0,0,0
INT_440016540_235093619_20231011_2251,0.000,0.000,103.443,never_entered,0,0,0
INT_440155330_212433000_20231011_2347,17.400,0.310,23.754,cleared_after_entry,1,1,1
INT_440909000_212433000_20231012_0010,104.200,11.914,23.754,cleared_after_entry,1,1,1
INT_440155330_352153000_20231012_0120,0.000,0.000,51.393,never_entered,0,0,0
INT_440008040_413383270_20231012_0137,27.200,1.920,51.393,cleared_after_entry,1,1,1
INT_440152850_413383270_20231012_0201,125.600,15.596,51.393,cleared_after_entry,1,1,1
INT_440030820_413383270_20231012_0200,115.800,13.904,51.393,cleared_after_entry,1,1,1
INT_440008040_311703000_20231012_0350,9.000,0.032,18.601,cleared_after_entry,1,1,1
INT_440700180_311703000_20231012_0413,64.400,5.376,18.601,cleared_after_entry,1,1,1
INT_440113610_255806233_20231012_0725,122.000,14.974,63.461,cleared_after_entry,1,1,1
INT_440152850_563161900_20231012_1003,105.800,12.187,28.302,cleared_after_entry,1,1,1
INT_440713100_636091232_20231012_1230,130.400,14.234,54.555,cleared_after_entry,1,1,1
INT_440132580_567317000_20231012_1321,28.000,1.933,50.922,cleared_after_entry,1,1,1
INT_440132580_229263000_20231012_1328,145.600,19.071,54.555,cleared_after_entry,1,1,1
INT_440700180_373579000_20231012_1406,110.000,12.906,27.735,cleared_after_entry,1,1,1
INT_440104800_636013001_20231012_1414,0.000,0.000,76.041,never_entered,0,0,0
INT_440018500_440006300_20231012_1544,10.800,0.455,12.412,cleared_after_entry,1,1,1
INT_440335980_440006300_20231012_1544,13.400,0.916,12.412,cleared_after_entry,1,1,1
INT_440335980_228410700_20231012_1551,0.000,0.000,113.071,never_entered,0,0,0
INT_440155260_636012808_20231012_1840,0.000,0.000,96.773,never_entered,0,0,0
INT_440030820_636091487_20231012_2225,0.000,0.000,54.866,never_entered,0,0,0
INT_440152850_636091487_20231012_2225,0.000,0.000,54.866,never_entered,0,0,0
INT_440132580_636020254_20231013_0120,129.800,14.141,54.866,cleared_after_entry,1,1,1
INT_440700180_636020701_20231013_0210,115.000,11.860,27.459,cleared_after_entry,1,1,1
INT_440909000_636019887_20231013_0223,123.600,15.250,46.407,cleared_after_entry,1,1,1
INT_440152850_563158200_20231013_0340,113.200,11.585,29.155,cleared_after_entry,1,1,1
INT_440155330_636091232_20231013_0940,0.000,0.000,54.555,never_entered,0,0,0
INT_440702880_636020746_20231013_1016,0.000,0.000,113.071,never_entered,0,0,0
INT_440155330_563158200_20231013_1139,0.000,0.000,29.155,never_entered,0,0,0
INT_440155330_373579000_20231013_1437,25.800,0.908,27.735,cleared_after_entry,1,1,1
INT_440155330_636092101_20231013_1458,62.400,4.232,29.954,cleared_after_entry,1,1,1
INT_440155330_440309000_20231013_1502,7.800,0.134,12.298,cleared_after_entry,1,1,1
INT_440700180_440309000_20231013_1527,65.200,15.722,12.298,cleared_after_entry,1,1,1
INT_440155330_574002930_20231013_1552,12.200,0.123,20.248,cleared_after_entry,1,1,1
INT_440909000_574002930_20231013_1613,44.400,2.537,20.248,cleared_after_entry,1,1,1
INT_440051510_211886490_20231013_1620,0.000,0.000,113.654,never_entered,0,0,0
INT_441925000_211886490_20231013_1622,0.000,0.000,113.654,never_entered,0,0,0
INT_440155260_371582000_20231013_1800,0.000,0.000,112.722,never_entered,0,0,0
INT_440008040_636020701_20231013_2006,15.600,0.216,27.459,cleared_after_entry,1,1,1
INT_440008040_636018223_20231013_2029,30.400,2.266,51.703,cleared_after_entry,1,1,1
INT_440132580_636018223_20231013_2055,117.400,14.179,51.703,cleared_after_entry,1,1,1
INT_440113610_220597000_20231013_2218,0.000,0.000,109.340,never_entered,0,0,0
INT_440909000_440309000_20231013_2250,46.600,12.686,12.298,cleared_after_entry,1,1,1
INT_440700180_440505000_20231013_2342,89.600,8.037,23.259,cleared_after_entry,1,1,1
INT_440909000_636022640_20231014_0014,123.800,17.502,43.081,cleared_after_entry,1,1,1
INT_440909000_353059000_20231014_0120,0.000,0.000,30.871,never_entered,0,0,0
INT_440412320_352135000_20231014_0306,0.000,0.000,103.443,never_entered,0,0,0
INT_440008040_431315000_20231014_0754,68.400,7.160,97.140,cleared_after_entry,1,1,1
INT_440008040_636017921_20231014_0957,89.200,10.928,112.722,cleared_after_entry,1,1,1
INT_440008040_563156800_20231014_1000,11.600,0.105,21.633,cleared_after_entry,1,1,1
INT_440909000_563156800_20231014_1028,75.400,7.110,21.633,cleared_after_entry,1,1,1
INT_440909000_311655000_20231014_1406,55.400,4.035,18.310,cleared_after_entry,1,1,1
